Πράσινοι,InterBlues,1-0, 2.9 , 2.16 , 3.2 ,1.52,2.11,22:27
Αντβέρπ,Basaksehir,1-0, 2.52 , 2.45 , 3.2 ,1.52,2.11,22:18
Laziali,Βασιλεία,2-0, 2.48 , 2.56 , 3.05 ,1.43,2.33,22:15
Λεβερκούζεν,Lipsia,0-1, 2.53 , 2.43 , 3.2 ,1.52,2.13,22:12
Σάλτσμπουργκ,FCBrugge,1-2, 2.23 , 2.84 , 3.1 ,1.46,2.26,22:09
YoungBoysFC,Ναντ,3-0, 2.15 , 2.94 , 3.15 ,1.49,2.18,22:03
TorinoJuve,Frankfurt,3-0, 2.04 , 3.1 , 3.25 ,1.54,2.08,22:00
ΚίτρινοιΒορρά,Κοπεγχάγη,1-0, 2.48 , 2.56 , 3.05 ,1.43,2.33,21:57
Rosenborg,Βιγιαρεάλ,1-1, 2.52 , 2.45 , 3.2 ,1.52,2.11,21:51
LondonGunners,RedDevils,0-2, 2.41 , 2.67 , 3.05 ,1.39,2.43,21:48
ΠράσινοιΛευκωσίας,Λυών,0-1, 2.65 , 2.4 , 3.05 ,1.43,2.33,21:45
Τσέλσι,Πράσινοι,1-0, 1.93 , 3.5 , 3.15 ,1.42,2.34,21:42
FCBergamo,Udine,0-1, 2.27 , 2.93 , 2.96 ,1.34,2.6,21:36
Φράιμπουργκ,Frankfurt,1-0, 2.27 , 2.92 , 2.96 ,1.34,2.61,21:33
Τσέλσι,Λέστερ,1-1, 2.46 , 2.53 , 3.15 ,1.48,2.19,21:30
Φούλαμ,Μπόρνμουθ,2-2, 2.16 , 2.92 , 3.15 ,1.48,2.19,21:27
NisCity,Ναντ,4-1, 2.16 , 2.99 , 3.1 ,1.43,2.33,21:24
Νάπολι,Κάλιαρι,1-0, 1.79 , 3.85 , 3.35 ,1.51,2.14,21:21
ShakhtarUnited,BetisGreens,0-1, 2.23 , 2.84 , 3.1 ,1.46,2.26,21:18
Λυών,Μονακό,0-1, 2.4 , 2.62 , 3.1 ,1.45,2.27,21:15
Lipsia,Λεβερκούζεν,2-3, 2.1 , 3 , 3.2 ,1.51,2.13,21:09
FeyenordReds,VascoBlues,0-2, 2.29 , 2.73 , 3.15 ,1.49,2.18,21:06
Laziali,Βερόνα,1-1, 2.1 , 3.15 , 3.05 ,1.4,2.41,21:00
MadridAthletes,Eindhoven,0-1, 2.11 , 3.05 , 3.15 ,1.45,2.27,20:57
VascoBlues,Σεβίλλη,0-2, 2.44 , 2.76 , 2.87 ,1.29,2.81,20:54
Περιστέρι,Μάριμπορ,1-1, 2.21 , 2.81 , 3.2 ,1.52,2.11,20:51
Rennais,Μαρσέιγ,1-4, 2.58 , 2.49 , 3.05 ,1.4,2.42,20:48
Μιλάνο,Real,1-0, 2.53 , 2.43 , 3.2 ,1.52,2.13,20:45
KievWhites,Μπαρτσελόνα,1-0, 2.76 , 2.33 , 3.05 ,1.4,2.41,20:42
Basaksehir,BetisGreens,2-2, 2.3 , 2.72 , 3.15 ,1.49,2.19,20:39
Ρόμα,Udine,1-1, 2.19 , 3 , 3 ,1.37,2.52,20:36
Anderlecht,TorinoJuve,0-1, 2.99 , 2.09 , 3.25 ,1.56,2.05,20:33
Λυών,Ρόμα,1-2, 2.47 , 2.57 , 3.05 ,1.43,2.33,20:30
Περιστέρι,Βιγιαρεάλ,3-1, 2.44 , 2.54 , 3.15 ,1.49,2.18,20:27
Real,Βαλένθια,2-0, 1.79 , 3.85 , 3.3 ,1.51,2.15,20:24
ΠράσινοιΛευκωσίας,Μάριμπορ,1-1, 2.27 , 2.7 , 3.25 ,1.56,2.05,20:21
Λυών,Κοπεγχάγη,2-2, 2.35 , 2.85 , 2.92 ,1.32,2.7,20:18
FiorentinaCity,Τορίνο,4-2, 2.23 , 2.84 , 3.1 ,1.46,2.26,20:15
Νίκαια,Περιστέρι,3-2, 2.43 , 2.51 , 3.2 ,1.55,2.06,20:12
Λίβερπουλ,Μιλάνο,2-2, 2.05 , 3.15 , 3.2 ,1.48,2.21,20:09
Ντόρτμουντ,Berlin,1-4, 2.26 , 2.82 , 3.1 ,1.45,2.28,20:03
Παρί,Ένωση,4-0, 1.99 , 3.25 , 3.25 ,1.51,2.14,20:00
Ντόρτμουντ,InterBlues,2-2, 2.37 , 2.6 , 3.15 ,1.51,2.13,19:51
Σεβίλλη,ΓουέστΧαμ,4-1, 1.93 , 3.5 , 3.15 ,1.42,2.34,19:48
SassuoloFC,Laziali,1-0, 2.52 , 2.64 , 2.91 ,1.32,2.7,19:39
FCBergamo,Νάπολι,1-2, 2.2 , 3 , 3 ,1.36,2.53,19:36
Ντόρτμουντ,KievWhites,0-2, 2.05 , 3.2 , 3.1 ,1.42,2.35,19:27
Λίβερπουλ,WolvesCity,2-1, 2 , 3.25 , 3.25 ,1.51,2.15,19:21
Λέστερ,Έβερτον,3-0, 2.17 , 2.87 , 3.25 ,1.54,2.08,19:18
Ένωση,Ηράκλειο,0-2, 2.16 , 2.88 , 3.25 ,1.55,2.07,19:15
Plzen,WolvesCity,2-1, 2.54 , 2.47 , 3.1 ,1.46,2.25,19:12
MadridAthletes,Μπεσίκτας,0-2, 2.04 , 3.15 , 3.2 ,1.48,2.19,19:09
FCBergamo,Ρόμα,0-1, 2.4 , 2.67 , 3.05 ,1.4,2.42,19:06
Μιλάνο,Νάπολι,1-0, 2.47 , 2.52 , 3.15 ,1.48,2.2,19:03
Χόφενχαϊμ,Φράιμπουργκ,2-2, 1.98 , 3.4 , 3.1 ,1.4,2.41,19:00
Fener,ΓουέστΧαμ,2-2, 2.29 , 2.73 , 3.15 ,1.49,2.18,18:51
BelgradeReds,Rosenborg,1-1, 2.09 , 3.1 , 3.15 ,1.46,2.25,18:48
Plzen,NisCity,0-3, 2.21 , 2.81 , 3.2 ,1.52,2.11,18:45
Λειβαδιά,Νίκαια,2-1, 2.22 , 2.85 , 3.1 ,1.46,2.25,18:39
Ναντ,Λυών,2-2, 2.65 , 2.4 , 3.05 ,1.43,2.33,18:36
Βιγιαρεάλ,BetisGreens,0-1, 2.25 , 2.89 , 3.05 ,1.4,2.42,18:33
Partisans,Ρόμα,1-2, 2.6 , 2.35 , 3.2 ,1.55,2.06,18:30
Ρέιντζερς,Σεβίλλη,0-1, 2.56 , 2.46 , 3.1 ,1.45,2.27,18:27
Σαουθάμπτον,Φούλαμ,0-1, 2.39 , 2.68 , 3.05 ,1.4,2.41,18:24
Πράσινοι,Λίβερπουλ,0-1, 3.05 , 2.1 , 3.2 ,1.49,2.18,18:21
Κοπεγχάγη,Βασιλεία,4-0, 2.35 , 2.85 , 2.92 ,1.32,2.7,18:18
FCBergamo,Μαρσέιγ,2-1, 2.07 , 3.25 , 3.05 ,1.36,2.53,18:12
Βιγιαρεάλ,BetisGreens,1-3, 2.3 , 2.72 , 3.15 ,1.49,2.19,18:09
Νάπολι,Eindhoven,3-0, 2.11 , 3.15 , 3.05 ,1.4,2.42,18:03
Λυών,Παρί,1-0, 2.62 , 2.34 , 3.2 ,1.55,2.07,18:00
RedDevils,Πράσινοι,2-0, 1.93 , 3.5 , 3.15 ,1.42,2.34,17:51
Βόλος,Αγρίνιο,0-2, 2.19 , 3.1 , 2.94 ,1.32,2.7,17:45
Rennais,Μονακό,2-1, 2.5 , 2.59 , 2.99 ,1.37,2.51,17:36
Laziali,Λυών,2-2, 2.48 , 2.56 , 3.05 ,1.43,2.33,17:33
ΠράσινοιΛευκωσίας,Φράιμπουργκ,1-0, 2.27 , 2.7 , 3.25 ,1.56,2.05,17:30
Μπρέντφορντ,Τσέλσι,0-1, 2.62 , 2.37 , 3.15 ,1.49,2.19,17:21
Ένωση,GalataLions,0-1, 2.23 , 2.84 , 3.1 ,1.46,2.26,17:18
BocaBoys,Partisans,0-1, 2.04 , 3.25 , 3.1 ,1.43,2.33,17:15
VascoBlues,Βαλένθια,0-2, 2.68 , 2.42 , 2.99 ,1.37,2.5,17:12
ΔικέφαλοςΒορρά,Λέστερ,1-2, 2.62 , 2.37 , 3.15 ,1.49,2.18,17:09
Real,VascoBlues,1-0, 2.01 , 3.35 , 3.05 ,1.38,2.45,17:06
YoungBoysFC,Βιγιαρεάλ,0-2, 2.37 , 2.65 , 3.1 ,1.46,2.25,17:03
Νάπολι,Λίβερπουλ,2-0, 2.58 , 2.49 , 3.05 ,1.4,2.42,17:00
ΔικέφαλοςΒορρά,Ερυθρόλευκοι,2-1, 2.46 , 2.49 , 3.2 ,1.54,2.08,16:57
Plzen,Μάριμπορ,0-1, 2.21 , 2.81 , 3.2 ,1.52,2.11,16:48
LisbonEagles,GalataLions,0-2, 2.12 , 3.2 , 2.99 ,1.34,2.59,16:42
Χόφενχαϊμ,Ρόμα,2-1, 2.39 , 2.68 , 3.05 ,1.4,2.41,16:39
Laziali,FCBergamo,1-0, 2.35 , 2.85 , 2.92 ,1.32,2.7,16:36
Αγρίνιο,Ένωση,2-2, 2.54 , 2.47 , 3.1 ,1.46,2.25,16:33
ΓουέστΧαμ,Λίβερπουλ,1-0, 3.05 , 2.1 , 3.2 ,1.49,2.18,21:48
Partisans,Μπράγκα,2-0, 2.22 , 2.81 , 3.2 ,1.52,2.12,21:45
LisbonEagles,MunichReds,1-1, 2.76 , 2.33 , 3.05 ,1.4,2.41,21:42
Μονακό,Μαρσέιγ,1-1, 2.41 , 2.67 , 3.05 ,1.39,2.43,21:39
SassuoloFC,InterBlues,2-1, 2.76 , 2.33 , 3.05 ,1.4,2.41,21:36
MunichReds,Χόφενχαϊμ,2-1, 1.84 , 3.65 , 3.35 ,1.54,2.08,21:33
VillaLions,Νότινγχαμ,1-2, 2.1 , 3.15 , 3.05 ,1.4,2.41,21:27
Λυών,Rennais,0-1, 2.25 , 2.83 , 3.1 ,1.45,2.27,21:24
Νάπολι,Laziali,2-1, 2.07 , 3.25 , 3 ,1.36,2.53,21:21
Βασιλεία,Ναντ,1-1, 2.04 , 3.25 , 3.15 ,1.43,2.33,21:18
Παρί,NisCity,1-0, 1.95 , 3.45 , 3.15 ,1.41,2.37,21:15
Berlin,Λεβερκούζεν,1-0, 2.11 , 3.05 , 3.15 ,1.45,2.27,21:09
WolvesCity,Αντβέρπ,4-1, 2.03 , 3.15 , 3.2 ,1.49,2.19,21:03
Μιλάνο,FCBergamo,2-0, 2.19 , 2.96 , 3.1 ,1.42,2.35,21:00
VascoBlues,Βιγιαρεάλ,2-0, 2.26 , 2.94 , 2.97 ,1.34,2.59,20:54
Μαρσέιγ,Μονακό,1-0, 2.26 , 2.87 , 3.05 ,1.39,2.43,20:48
Τσέλσι,Παρί,1-2, 2.39 , 2.62 , 3.1 ,1.45,2.27,20:45
AmsterdamReds,GalataLions,0-2, 2.05 , 3.3 , 3.05 ,1.37,2.51,20:42
InterBlues,Ρόμα,1-0, 2.19 , 2.96 , 3.1 ,1.42,2.35,20:36
Φράιμπουργκ,Αντβέρπ,1-0, 2.27 , 2.7 , 3.25 ,1.56,2.05,20:30
Λυών,Βασιλεία,1-2, 2.35 , 2.85 , 2.92 ,1.32,2.7,20:21
Βόλος,Ένωση,0-2, 2.39 , 2.68 , 3.05 ,1.4,2.41,20:12
Πράσινοι,Λίβερπουλ,2-0, 3.05 , 2.1 , 3.2 ,1.49,2.18,20:09
Μπαρτσελόνα,Βαλένθια,1-0, 1.88 , 3.5 , 3.3 ,1.51,2.14,20:06
Lipsia,Monchengladbach,3-0, 2.12 , 3.1 , 3.05 ,1.39,2.43,20:03
Ηράκλειο,Λειβαδιά,1-1, 2.24 , 2.84 , 3.1 ,1.45,2.27,19:57
Τσέλσι,Μονακό,1-0, 2.06 , 3.3 , 3.05 ,1.37,2.52,19:48
Ναντ,Rennais,2-1, 2.55 , 2.46 , 3.1 ,1.46,2.26,19:45
Φούλαμ,Μπρέντφορντ,0-2, 2.1 , 3 , 3.2 ,1.52,2.13,19:42
Μιλάνο,Τορίνο,1-1, 2.05 , 3.15 , 3.2 ,1.48,2.2,19:39
Πόρτο,Μιλάνο,2-4, 2.31 , 2.71 , 3.15 ,1.48,2.19,19:30
Real,Ρέιντζερς,2-1, 2.04 , 3.1 , 3.25 ,1.54,2.08,19:27
Μπεσίκτας,TorinoJuve,0-1, 2.79 , 2.21 , 3.25 ,1.55,2.06,19:24
Leeds,Σαουθάμπτον,1-0, 2.28 , 3 , 2.88 ,1.29,2.81,19:21
Ερυθρόλευκοι,Νίκαια,2-0, 1.84 , 3.65 , 3.35 ,1.54,2.08,19:15
Βερόνα,SassuoloFC,2-1, 2.37 , 2.64 , 3.1 ,1.46,2.26,19:03
Λυών,Basaksehir,1-0, 2.24 , 2.9 , 3.05 ,1.4,2.41,19:00
LondonSpurs,Ντόρτμουντ,1-1, 2.39 , 2.62 , 3.1 ,1.45,2.27,18:51
Αντβέρπ,Basaksehir,1-0, 2.52 , 2.45 , 3.2 ,1.52,2.11,18:45
Τσέλσι,Νότινγχαμ,0-1, 1.99 , 3.3 , 3.15 ,1.45,2.27,18:42
Τρίπολη,Ιωάννινα,3-2, 2.16 , 2.92 , 3.15 ,1.48,2.19,18:39
VascoBlues,Laziali,1-2, 2.35 , 2.62 , 3.2 ,1.52,2.11,18:36
MadridAthletes,Σεβίλλη,1-3, 2.27 , 2.92 , 2.96 ,1.34,2.61,18:33
Βαλένθια,BetisGreens,1-1, 2.18 , 3.05 , 3 ,1.37,2.5,18:30
ManchesterBlue,Νάπολι,2-1, 2.07 , 3.2 , 3.1 ,1.41,2.37,18:27
Σαουθάμπτον,Φούλαμ,1-1, 2.39 , 2.68 , 3.05 ,1.4,2.41,18:24
Πράσινοι,Eindhoven,1-2, 2.44 , 2.54 , 3.15 ,1.49,2.18,18:21
Τορίνο,Νάπολι,3-0, 2.82 , 2.23 , 3.15 ,1.49,2.19,18:15
Μαρσέιγ,ΓουέστΧαμ,0-1, 2.1 , 3.15 , 3.05 ,1.4,2.41,18:12
YoungBoysFC,Berlin,4-1, 2.15 , 2.94 , 3.15 ,1.49,2.18,18:09
Real,Frankfurt,2-0, 2.04 , 3.1 , 3.25 ,1.54,2.08,18:03
Λυών,NisCity,2-0, 2.19 , 2.96 , 3.1 ,1.42,2.35,18:00
Βασιλεία,Laziali,3-0, 2.16 , 2.99 , 3.1 ,1.43,2.33,17:57
FCBergamo,KievWhites,1-1, 2 , 3.4 , 3.1 ,1.39,2.43,17:54
Μπεσίκτας,InterBlues,2-1, 2.79 , 2.21 , 3.25 ,1.55,2.06,17:51
Αγρίνιο,Βόλος,0-2, 2.52 , 2.64 , 2.91 ,1.32,2.7,17:45
Eindhoven,Σάλτσμπουργκ,0-1, 2.48 , 2.56 , 3.05 ,1.43,2.33,17:42
Παρί,Μαρσέιγ,0-2, 2.19 , 2.9 , 3.15 ,1.47,2.21,17:36
FeyenordReds,Ρόμα,2-1, 2.7 , 2.3 , 3.2 ,1.52,2.11,17:33
Rosenborg,Χόφενχαϊμ,0-2, 2.76 , 2.33 , 3.05 ,1.4,2.41,17:30
MadridAthletes,Anderlecht,0-2, 1.93 , 3.45 , 3.25 ,1.48,2.19,17:27
ΔικέφαλοςΒορρά,MunichReds,0-2, 3.15 , 2.03 , 3.25 ,1.52,2.11,17:24
Νάπολι,Frankfurt,3-0, 2.17 , 2.98 , 3.1 ,1.43,2.33,17:18
Plzen,BocaBoys,1-1, 2.76 , 2.33 , 3.05 ,1.4,2.41,17:15
Monchengladbach,NisCity,1-2, 1.98 , 3.25 , 3.25 ,1.52,2.13,17:12
LondonSpurs,Λίβερπουλ,0-1, 2.56 , 2.46 , 3.1 ,1.45,2.27,17:09
VascoBlues,Real,0-3, 2.76 , 2.33 , 3.05 ,1.4,2.41,17:06
Βαλένθια,Περιστέρι,2-4, 2.04 , 3.3 , 3.05 ,1.37,2.5,17:03
Μιλάνο,Real,3-0, 2.53 , 2.43 , 3.2 ,1.52,2.13,17:00
ΔικέφαλοςΒορρά,Περιστέρι,1-0, 2.04 , 3.1 , 3.25 ,1.54,2.08,16:57
Ιωάννινα,Νίκαια,1-0, 2.22 , 2.81 , 3.2 ,1.52,2.12,16:54
LisbonEagles,Μονακό,0-1, 2.19 , 3.1 , 2.94 ,1.32,2.7,16:51
Πράσινοι,MunichReds,1-3, 3.15 , 2.03 , 3.25 ,1.52,2.11,16:42
Βασιλεία,Ghent,4-1, 2.04 , 3.25 , 3.15 ,1.43,2.33,16:39
TorinoJuve,Ρόμα,0-1, 2.06 , 3.15 , 3.15 ,1.47,2.21,16:36
Λειβαδιά,Ερυθρόλευκοι,2-0, 2.94 , 2.17 , 3.15 ,1.46,2.25,16:33
Λέστερ,TorinoJuve,1-3, 2.53 , 2.43 , 3.2 ,1.52,2.13,16:27
Κάλιαρι,Laziali,1-1, 2.76 , 2.33 , 3.05 ,1.4,2.41,16:24
Ντόρτμουντ,Χόφενχαϊμ,3-0, 1.93 , 3.35 , 3.3 ,1.54,2.08,16:21
Ένωση,Λαμία,3-2, 1.93 , 3.35 , 3.3 ,1.55,2.07,16:18
Μπαρτσελόνα,Βιγιαρεάλ,0-1, 2.05 , 3.15 , 3.2 ,1.48,2.21,16:12
Νότινγχαμ,ΓουέστΧαμ,1-1, 2.37 , 2.65 , 3.1 ,1.46,2.25,16:09
Μάριμπορ,Berlin,1-0, 2.27 , 2.7 , 3.25 ,1.56,2.05,16:06
Βόλος,Τρίπολη,0-1, 2.32 , 2.81 , 3 ,1.37,2.5,15:57
Σάλτσμπουργκ,Λίβερπουλ,0-1, 2.66 , 2.39 , 3.05 ,1.43,2.33,15:51
Ρέιντζερς,Πόρτο,0-1, 2.37 , 2.61 , 3.2 ,1.52,2.13,15:48
Ένωση,Νίκαια,2-1, 2.04 , 3.1 , 3.25 ,1.55,2.07,15:45
Αγρίνιο,Λαμία,1-0, 2.09 , 3.1 , 3.15 ,1.46,2.25,15:42
Μονακό,Rennais,1-1, 2.19 , 3 , 3 ,1.37,2.52,15:39
InterBlues,GalataLions,3-0, 1.94 , 3.4 , 3.2 ,1.48,2.21,15:33
VascoBlues,Σεβίλλη,2-2, 2.44 , 2.76 , 2.87 ,1.29,2.81,15:30
ΔικέφαλοςΒορρά,Πόρτο,0-4, 2.62 , 2.37 , 3.15 ,1.49,2.18,15:27
Laziali,Βασιλεία,0-3, 2.48 , 2.56 , 3.05 ,1.43,2.33,15:24
NisCity,Partisans,0-1, 2.42 , 2.52 , 3.2 ,1.56,2.05,15:21
ΚίτρινοιΛευκωσίας,Monchengladbach,1-0, 2.7 , 2.3 , 3.2 ,1.52,2.11,15:18
Κοπεγχάγη,Ρόμα,2-1, 2.47 , 2.57 , 3.05 ,1.43,2.33,21:45
MadridAthletes,Ερυθρόλευκοι,3-1, 2.16 , 2.92 , 3.15 ,1.48,2.19,21:42
NisCity,Μαρσέιγ,2-3, 2.68 , 2.42 , 2.99 ,1.37,2.5,21:39
Udine,Ρόμα,2-1, 2.49 , 2.6 , 2.99 ,1.37,2.5,21:36
Νότινγχαμ,Νιούκαστλ,0-1, 2.35 , 2.62 , 3.2 ,1.52,2.11,21:27
Παρί,Λυών,2-1, 2.05 , 3.1 , 3.25 ,1.54,2.08,21:24
Νάπολι,Τορίνο,1-0, 1.94 , 3.4 , 3.2 ,1.48,2.21,21:21
Plzen,Περιστέρι,2-0, 2.29 , 2.73 , 3.15 ,1.49,2.18,21:18
Μονακό,Ναντ,1-1, 1.99 , 3.3 , 3.15 ,1.45,2.27,21:15
Rosenborg,BetisGreens,1-2, 2.52 , 2.45 , 3.2 ,1.52,2.11,21:12
Χόφενχαϊμ,Frankfurt,1-1, 2.58 , 2.49 , 3.05 ,1.4,2.42,21:09
Βαλένθια,ΚίτρινοιΒορρά,4-2, 2.1 , 3.15 , 3.05 ,1.4,2.41,21:06
CelticGreens,Partisans,1-1, 2.16 , 2.99 , 3.1 ,1.43,2.33,21:03
MadridAthletes,Σεβίλλη,4-1, 2.27 , 2.92 , 2.96 ,1.34,2.61,20:54
SportingLions,Real,1-4, 2.71 , 2.29 , 3.2 ,1.52,2.12,20:45
FCBergamo,Μιλάνο,0-3, 2.11 , 3.05 , 3.15 ,1.45,2.27,20:42
NisCity,Berlin,2-0, 2.27 , 2.7 , 3.25 ,1.56,2.05,20:39
Udine,Κάλιαρι,3-2, 2.04 , 3.25 , 3.15 ,1.43,2.33,20:36
Monchengladbach,Rosenborg,1-0, 1.98 , 3.25 , 3.25 ,1.52,2.13,20:30
Φράιμπουργκ,FeyenordReds,1-0, 2.35 , 2.62 , 3.2 ,1.52,2.11,20:27
Βιγιαρεάλ,VascoBlues,0-2, 2.43 , 2.71 , 2.95 ,1.34,2.6,20:24
Χόφενχαϊμ,Κοπεγχάγη,0-3, 2.28 , 3 , 2.88 ,1.29,2.81,20:21
VascoBlues,ΚίτρινοιΒορρά,0-1, 2.35 , 2.62 , 3.2 ,1.52,2.11,20:18
SassuoloFC,TorinoJuve,2-0, 2.94 , 2.17 , 3.15 ,1.46,2.25,20:15
Λαμία,Περιστέρι,2-3, 2.59 , 2.36 , 3.2 ,1.56,2.05,20:12
Ρέιντζερς,RedDevils,2-1, 2.56 , 2.46 , 3.1 ,1.45,2.27,20:09
BetisGreens,Real,1-1, 2.94 , 2.17 , 3.15 ,1.46,2.25,20:06
Lipsia,Berlin,0-1, 2.33 , 2.74 , 3.05 ,1.42,2.35,20:03
Eindhoven,SportingLions,1-1, 2.3 , 2.72 , 3.15 ,1.49,2.19,20:00
Τρίπολη,Ένωση,0-1, 2.37 , 2.61 , 3.2 ,1.52,2.13,19:57
FCBergamo,Λίβερπουλ,2-3, 2.4 , 2.62 , 3.1 ,1.45,2.27,19:54
TorinoJuve,ΔικέφαλοςΒορρά,1-0, 1.88 , 3.5 , 3.3 ,1.51,2.14,19:51
Anderlecht,Μιλάνο,1-0, 2.7 , 2.3 , 3.2 ,1.52,2.11,19:48
Παρί,Μαρσέιγ,2-0, 2.19 , 2.9 , 3.15 ,1.47,2.21,19:45
LondonSpurs,ΓουέστΧαμ,1-0, 1.89 , 3.6 , 3.2 ,1.45,2.28,19:42
Ρόμα,InterBlues,2-0, 2.49 , 2.56 , 3.05 ,1.42,2.34,19:39
Τραμπζονσπόρ,Σάλτσμπουργκ,1-1, 2.55 , 2.46 , 3.1 ,1.46,2.26,19:36
BelgradeReds,BocaBoys,0-1, 2.6 , 2.52 , 2.95 ,1.34,2.59,19:33
RedDevils,KievWhites,0-1, 2.06 , 3.3 , 3.05 ,1.37,2.52,19:30
Ερυθρόλευκοι,Eindhoven,1-4, 2.23 , 2.8 , 3.2 ,1.52,2.13,19:27
ΚρίσταλΠάλας,Νότινγχαμ,1-1, 2.16 , 2.99 , 3.1 ,1.43,2.33,19:18
Ερυθρόλευκοι,Νίκαια,1-1, 1.84 , 3.65 , 3.35 ,1.54,2.08,19:15
Λεβερκούζεν,ManchesterBlue,3-2, 2.85 , 2.25 , 3.1 ,1.43,2.33,19:09
Νάπολι,Μιλάνο,1-0, 2.18 , 2.91 , 3.15 ,1.48,2.21,19:06
FiorentinaCity,DoriaBlues,1-0, 2.1 , 3.05 , 3.15 ,1.46,2.26,19:03
Βασιλεία,Φράιμπουργκ,2-2, 2.04 , 3.25 , 3.15 ,1.43,2.33,18:57
Frankfurt,ΓουέστΧαμ,2-1, 2.1 , 3 , 3.2 ,1.52,2.13,18:54
Anderlecht,Νάπολι,0-1, 2.85 , 2.25 , 3.1 ,1.43,2.33,18:51
YoungBoysFC,ShakhtarUnited,1-2, 2.47 , 2.57 , 3.05 ,1.43,2.33,18:48
CelticGreens,ΚίτρινοιΒορρά,1-0, 2.16 , 2.99 , 3.1 ,1.43,2.33,18:45
Μπόρνμουθ,LondonSpurs,1-2, 2.82 , 2.23 , 3.15 ,1.49,2.19,18:42
Λειβαδιά,ΚίτρινοιΒορρά,1-1, 2.68 , 2.42 , 2.99 ,1.37,2.5,18:39
Monchengladbach,NisCity,2-1, 1.98 , 3.25 , 3.25 ,1.52,2.13,18:36
Βαλένθια,Μπαρτσελόνα,2-1, 2.9 , 2.16 , 3.2 ,1.52,2.11,18:33
Βασιλεία,Μάριμπορ,2-1, 2.04 , 3.25 , 3.15 ,1.43,2.33,18:30
Τσέλσι,Μονακό,2-0, 2.06 , 3.3 , 3.05 ,1.37,2.52,18:27
Λίβερπουλ,Φούλαμ,1-4, 2 , 3.25 , 3.25 ,1.51,2.15,18:24
Μιλάνο,LisbonEagles,2-2, 2.34 , 2.79 , 2.99 ,1.37,2.52,18:21
Χόφενχαϊμ,Ναντ,2-0, 1.98 , 3.4 , 3.1 ,1.4,2.41,18:18
Κάλιαρι,TorinoJuve,2-0, 3.25 , 1.98 , 3.3 ,1.56,2.05,18:15
ManchesterBlue,FCBrugge,1-1, 1.94 , 3.35 , 3.3 ,1.54,2.08,18:12
Ρόμα,YoungBoysFC,2-1, 2.05 , 3.15 , 3.2 ,1.48,2.2,18:09
Λυών,Μονακό,2-1, 2.4 , 2.62 , 3.1 ,1.45,2.27,18:00
Περιστέρι,ΠράσινοιΛευκωσίας,2-2, 2.21 , 2.81 , 3.2 ,1.52,2.11,17:57
LondonSpurs,Σεβίλλη,1-0, 2.41 , 2.67 , 3.05 ,1.39,2.43,17:54
Λέστερ,Anderlecht,2-0, 1.98 , 3.25 , 3.25 ,1.52,2.13,17:51
Plzen,Rosenborg,1-3, 2.21 , 2.81 , 3.2 ,1.52,2.11,17:48
Ένωση,Λαμία,1-1, 1.93 , 3.35 , 3.3 ,1.55,2.07,17:45
Real,Παρί,0-2, 2.31 , 2.67 , 3.2 ,1.54,2.08,17:42
Ντόρτμουντ,Μιλάνο,4-1, 2.17 , 2.92 , 3.15 ,1.48,2.2,17:39
Rennais,NisCity,1-1, 2.27 , 2.93 , 2.96 ,1.34,2.6,17:36
RiverAthletes,Ghent,3-0, 1.93 , 3.45 , 3.25 ,1.48,2.19,17:33
Αντβέρπ,Λυών,1-1, 2.65 , 2.4 , 3.05 ,1.43,2.33,17:30
ManchesterBlue,GalataLions,1-4, 1.84 , 3.7 , 3.25 ,1.47,2.21,17:27
SportingLions,Fener,0-2, 2.16 , 2.93 , 3.15 ,1.49,2.19,17:24
Μπρέντφορντ,Έβερτον,0-2, 2.6 , 2.35 , 3.2 ,1.55,2.06,17:21
KievWhites,InterBlues,2-3, 2.73 , 2.31 , 3.1 ,1.46,2.25,17:18
ΠράσινοιΛευκωσίας,Basaksehir,0-1, 2.52 , 2.45 , 3.2 ,1.52,2.11,17:15
CelticGreens,AmsterdamReds,1-0, 2.52 , 2.64 , 2.91 ,1.32,2.7,17:09
Βιγιαρεάλ,Σεβίλλη,3-1, 2.5 , 2.59 , 2.99 ,1.37,2.51,17:06
FeyenordReds,RiverAthletes,2-0, 2.73 , 2.31 , 3.1 ,1.46,2.25,17:03
Μπεσίκτας,LondonGunners,4-1, 2.53 , 2.44 , 3.2 ,1.52,2.12,17:00
Πράσινοι,Ιωάννινα,2-0, 1.99 , 3.25 , 3.25 ,1.51,2.14,16:57
ΔικέφαλοςΒορρά,Αγρίνιο,2-0, 2 , 3.3 , 3.15 ,1.45,2.28,16:54
Plzen,BetisGreens,2-0, 2.44 , 2.54 , 3.15 ,1.49,2.18,16:48
Μπαρτσελόνα,MadridAthletes,1-3, 2.19 , 2.96 , 3.1 ,1.42,2.35,16:42
CelticGreens,Laziali,1-1, 2.16 , 2.99 , 3.1 ,1.43,2.33,16:39
Τορίνο,Νάπολι,0-2, 2.82 , 2.23 , 3.15 ,1.49,2.19,16:36
Ηράκλειο,Τρίπολη,1-2, 2.37 , 2.61 , 3.2 ,1.52,2.13,16:33
Plzen,Βιγιαρεάλ,3-0, 2.44 , 2.54 , 3.15 ,1.49,2.18,16:30
TorinoJuve,Σεβίλλη,1-3, 2.26 , 2.82 , 3.1 ,1.45,2.28,16:27
